Year_Built,Propnum,Address,Long,Lat
1940,2009875,"932 Eureka Street, BALLARAT EAST  VIC  3350",143.9028483,-37.56999604
1940,2009883,"838 Eureka Street, BALLARAT EAST  VIC  3350",143.8974531,-37.56830453
1940,2009884,"836 Eureka Street, BALLARAT EAST  VIC  3350",143.8972856,-37.56827189
1940,2009792,"413 Eureka Street, EUREKA  VIC  3350",143.8805963,-37.56569542
1940,2009800,"429 Eureka Street, EUREKA  VIC  3350",143.882458,-37.56579199
1940,2009811,"613 Eureka Street, BALLARAT EAST  VIC  3350",143.8882182,-37.56525669
1940,2009814,"619 Eureka Street, BALLARAT EAST  VIC  3350",143.8889837,-37.56522544
1940,2009829,"725 Eureka Street, BALLARAT EAST  VIC  3350",143.8917299,-37.56612642
1940,2009626,"7A Essex Street, BALLARAT CENTRAL  VIC  3350",143.8387229,-37.56759062
1940,2009631,"14 Essex Street, BALLARAT CENTRAL  VIC  3350",143.8383258,-37.56694981
1940,2009741,"123 Eureka Street, BALLARAT EAST  VIC  3350",143.871163,-37.56585816
1940,2009747,"135 Eureka Street, BALLARAT EAST  VIC  3350",143.8734262,-37.56538671
1940,2009772,"313 Eureka Street, BALLARAT EAST  VIC  3350",143.8774037,-37.56508056
1940,2009395,"2 English Street, GOLDEN POINT  VIC  3350",143.8677637,-37.57017796
1940,2009530,"413 Errard Street South, BALLARAT CENTRAL  VIC  3350",143.8476343,-37.57050401
1940,2009544,"510 Errard Street South, REDAN  VIC  3350",143.8464081,-37.57218519
1940,2009556,"414 Errard Street South, BALLARAT CENTRAL  VIC  3350",143.8467454,-37.57029901
1940,2009583,"214 Errard Street South, BALLARAT CENTRAL  VIC  3350",143.8474885,-37.56623826
1940,2009595,"116 Errard Street South, BALLARAT CENTRAL  VIC  3350",143.8478279,-37.56439027
1940,2009379,"5 English Street, GOLDEN POINT  VIC  3350",143.8680983,-37.57079532
1940,2009380,"7 English Street, GOLDEN POINT  VIC  3350",143.8680118,-37.5709675
1940,2009381,"9 English Street, GOLDEN POINT  VIC  3350",143.867938,-37.57112349
1940,2009384,"103 English Street, GOLDEN POINT  VIC  3350",143.8664781,-37.5724831
1940,2009392,"8 English Street, GOLDEN POINT  VIC  3350",143.8673916,-37.57080594
1940,2009394,"4 English Street, GOLDEN POINT  VIC  3350",143.8677931,-37.57035709
1940,2038108,"155 High Street, LEARMONTH  VIC  3352",143.7226211,-37.42757961
1940,2009238,"204 Elizabeth Street, BUNINYONG  VIC  3357",143.8900167,-37.64427109
1940,2009239,"3 Elizabeth Street, DELACOMBE  VIC  3356",143.8270584,-37.5739521
1940,2009243,"27 Elizabeth Street, DELACOMBE  VIC  3356",143.822873,-37.57358207
1940,2009321,"213 Elsworth Street East, CANADIAN  VIC  3350",143.8880399,-37.58791568
1940,2009378,"3 English Street, GOLDEN POINT  VIC  3350",143.8681735,-37.57057204
1940,2037076,"958 Addington Road, ASCOT  VIC  3364",143.786457,-37.40560508
1940,2037092,"2239 Ballarat - Maryborough Road, ASCOT  VIC  3364",143.8047858,-37.3900036
1940,2037188,"88 Cummins Road, MOUNT ROWAN  VIC  3352",143.8385539,-37.49321038
1940,2037393,"534 Edmonston Road, WEATHERBOARD  VIC  3352",143.6648677,-37.42194459
1940,2037428,"1417 Ercildoun Road, WEATHERBOARD  VIC  3352",143.6627344,-37.44167252
1940,2038079,"19 O'Neil Street, LEARMONTH  VIC  3352",143.7150812,-37.42365366
1940,2036931,"Building 31/Airport Road, MITCHELL PARK  VIC  3355",143.7928352,-37.51858198
1940,2036934,"Residence 32/Airport Road, MITCHELL PARK  VIC  3355",143.7928352,-37.51858198
1940,2036941,"Building 59/Airport Road, MITCHELL PARK  VIC  3355",143.7928352,-37.51858198
1940,2037046,"508 Millers Road, BLOWHARD  VIC  3352",143.7890406,-37.42896346
1940,2036930,"Residence 29/Airport Road, MITCHELL PARK  VIC  3355",143.7928352,-37.51858198
1940,2036901,"Residence 9/Airport Road, MITCHELL PARK  VIC  3355",143.7928352,-37.51858198
1940,2036904,"Residence 12/Airport Road, MITCHELL PARK  VIC  3355",143.7928352,-37.51858198
1940,2036894,"Residence 2/Airport Road, MITCHELL PARK  VIC  3355",143.7928352,-37.51858198
1940,2036895,"Residence 3/Airport Road, MITCHELL PARK  VIC  3355",143.7928352,-37.51858198
1940,2008798,"46 Eastwood Street, BAKERY HILL  VIC  3350",143.8657278,-37.56612978
1940,2008805,"32 Eastwood Street, BAKERY HILL  VIC  3350",143.8648106,-37.56537197
1940,2008843,"10 Eddy Street, GOLDEN POINT  VIC  3350",143.8620584,-37.56772087
1940,2008991,"5 Edwards Street, SEBASTOPOL  VIC  3356",143.837173,-37.59573857
1940,2008992,"7 Edwards Street, SEBASTOPOL  VIC  3356",143.8371589,-37.59592134
1940,2036893,"Residence 1/Airport Road, MITCHELL PARK  VIC  3355",143.7928352,-37.51858198
1940,2008577,"30 Duke Street, NEWINGTON  VIC  3350",143.8334179,-37.56255007
1940,2008609,"2 Dunlop Street, MOUNT PLEASANT  VIC  3350",143.8531449,-37.57804033
1940,2008615,"20 Dunn Street, GOLDEN POINT  VIC  3350",143.8655321,-37.5739474
1940,2008646,"25 Durham Street, NEWINGTON  VIC  3350",143.8371982,-37.56198025
1940,2008480,"326 Drummond Street South, BALLARAT CENTRAL  VIC  3350",143.8455603,-37.56859495
1940,2008508,"212 Drummond Street South, BALLARAT CENTRAL  VIC  3350",143.846038,-37.56597252
1940,2008528,"26 Drummond Street South, BALLARAT CENTRAL  VIC  3350",143.8468636,-37.56259408
1940,2008570,"9 Duke Street, NEWINGTON  VIC  3350",143.8350928,-37.56320283
1940,2008574,"36 Duke Street, NEWINGTON  VIC  3350",143.8329643,-37.56249738
1940,2008576,"32 Duke Street, NEWINGTON  VIC  3350",143.8332804,-37.56253409
1940,2008345,"107 Drummond Street South, BALLARAT CENTRAL  VIC  3350",143.8473871,-37.56365339
1940,2008353,"205 Drummond Street South, BALLARAT CENTRAL  VIC  3350",143.84689,-37.56550765
1940,2008440,"612 Drummond Street South, REDAN  VIC  3350",143.8445383,-37.57419784
1940,2008453,"520 Drummond Street South, REDAN  VIC  3350",143.8448487,-37.57252096
1940,2008465,"420 Drummond Street South, BALLARAT CENTRAL  VIC  3350",143.8451833,-37.57068871
1940,2008478,"328A Drummond Street South, BALLARAT CENTRAL  VIC  3350",143.8455604,-37.56879271
1940,2036506,"1 Young Street, GOLDEN POINT  VIC  3350",143.8632639,-37.56746179
1940,2036515,"21 Young Street, GOLDEN POINT  VIC  3350",143.8644926,-37.56915146
1940,2036523,"10 Young Street, GOLDEN POINT  VIC  3350",143.8641666,-37.56968526
1940,2036551,"405 Yuille Street, BUNINYONG  VIC  3357",143.882077,-37.65282046
1940,2008174,"204 Dowling Street, WENDOUREE  VIC  3355",143.8405104,-37.540646
1940,2008175,"202 Dowling Street, WENDOUREE  VIC  3355",143.8404858,-37.54077662
1940,2036421,"608 York Street, BALLARAT EAST  VIC  3350",143.8860451,-37.57016146
1940,2036427,"530 York Street, BALLARAT EAST  VIC  3350",143.8848322,-37.57005879
1940,2036459,"312 York Street, BALLARAT EAST  VIC  3350",143.8779896,-37.56890374
1940,2036487,"106 York Street, GOLDEN POINT  VIC  3350",143.8716603,-37.56976515
1940,2036499,"12 York Street, GOLDEN POINT  VIC  3350",143.8670129,-37.57052349
1940,2036500,"10 York Street, GOLDEN POINT  VIC  3350",143.8667579,-37.57057594
1940,2036327,"303 York Street, BALLARAT EAST  VIC  3350",143.8773843,-37.5681651
1940,2036328,"305 York Street, BALLARAT EAST  VIC  3350",143.877552,-37.5681931
1940,2036348,"425 York Street, BALLARAT EAST  VIC  3350",143.8819375,-37.56891462
1940,2036356,"515 York Street, BALLARAT EAST  VIC  3350",143.8840132,-37.56915357
1940,2036357,"517 York Street, BALLARAT EAST  VIC  3350",143.884194,-37.56918213
1940,2036126,"133 Yarrowee Street, SEBASTOPOL  VIC  3356",143.8437184,-37.59546922
1940,2036189,"176 Yarrowee Street, SEBASTOPOL  VIC  3356",143.8425949,-37.59830557
1940,2036237,"76 Yarrowee Street, SEBASTOPOL  VIC  3356",143.8426117,-37.5900933
1940,2036269,"14 Yarrowee Street, SEBASTOPOL  VIC  3356",143.842205,-37.58434714
1940,2036297,"31 York Street, GOLDEN POINT  VIC  3350",143.8696995,-37.57004406
1940,2036305,"215 York Street, BALLARAT EAST  VIC  3350",143.8735211,-37.56865324
1940,2036048,"104 Yarrowee Parade, REDAN  VIC  3350",143.8466553,-37.57719059
1940,2036098,"73 Yarrowee Street, SEBASTOPOL  VIC  3356",143.843297,-37.58961625
1940,2036099,"75 Yarrowee Street, SEBASTOPOL  VIC  3356",143.8433108,-37.5897764
1940,2036100,"77 Yarrowee Street, SEBASTOPOL  VIC  3356",143.8433249,-37.58991174
1940,2036103,"83 Yarrowee Street, SEBASTOPOL  VIC  3356",143.8433676,-37.59034459
1940,2036029,"222 Yarrowee Parade, REDAN  VIC  3350",143.8459117,-37.58050108
1940,2036030,"220 Yarrowee Parade, REDAN  VIC  3350",143.8457873,-37.58035373
1940,2036031,"218 Yarrowee Parade, REDAN  VIC  3350",143.8457861,-37.58022222
1940,2036032,"216 Yarrowee Parade, REDAN  VIC  3350",143.8458046,-37.58004359
1940,2036033,"214 Yarrowee Parade, REDAN  VIC  3350",143.8455951,-37.57975062
1940,2036046,"108 Yarrowee Parade, REDAN  VIC  3350",143.8464581,-37.57742621
1940,2035796,"12 Winter Street, NEWINGTON  VIC  3350",143.8355091,-37.5705709
1940,2035836,"1008 Winter Street, BUNINYONG  VIC  3357",143.8787672,-37.65637103
1940,2035991,"7 Yarrowee Parade, REDAN  VIC  3350",143.8470099,-37.57435223
1940,2036015,"243 Yarrowee Parade, REDAN  VIC  3350",143.8465637,-37.58086104
1940,2036016,"245 Yarrowee Parade, REDAN  VIC  3350",143.8466314,-37.58104785
1940,2036027,"302 Yarrowee Parade, REDAN  VIC  3350",143.846283,-37.581611
1940,2035745,"7 Winter Street, REDAN  VIC  3350",143.8343858,-37.57110894
1940,2035773,"219 Winter Street, DELACOMBE  VIC  3356",143.8270912,-37.57025058
1940,2035789,"26 Winter Street, NEWINGTON  VIC  3350",143.834114,-37.57035813
1940,2035790,"24 Winter Street, NEWINGTON  VIC  3350",143.8342721,-37.57040928
1940,2035792,"20 Winter Street, NEWINGTON  VIC  3350",143.83469,-37.57047581
1940,2035793,"18 Winter Street, NEWINGTON  VIC  3350",143.8348948,-37.57049958
1940,2007594,"12 Dodds Lane, BALLARAT EAST  VIC  3350",143.874944,-37.56644483
1940,2007642,"Lot 21 Douglas Street, DELACOMBE  VIC  3356",143.8260507,-37.57505683
1940,2008023,"212 Doveton Street South, BALLARAT CENTRAL  VIC  3350",143.8533534,-37.56700334
1940,2008157,"224 Dowling Street, WENDOUREE  VIC  3355",143.8408407,-37.53889731
1940,2035640,"304A Windermere Street, BALLARAT CENTRAL  VIC  3350",143.8442839,-37.56734493
1940,2007397,"311 Dawson Street South, BALLARAT CENTRAL  VIC  3350",143.852109,-37.56948686
1940,2007401,"407 Dawson Street South, BALLARAT CENTRAL  VIC  3350",143.8519896,-37.57042229
1940,2007403,"411 Dawson Street South, BALLARAT CENTRAL  VIC  3350",143.8519893,-37.57068099
1940,2007443,"122 Dawson Street South, BALLARAT CENTRAL  VIC  3350",143.8522787,-37.56546574
1940,2007475,"215 Daylesford Road, BROWN HILL  VIC  3350",143.9184471,-37.54948175
1940,2007492,"238 Daylesford Road, BROWN HILL  VIC  3350",143.9216772,-37.55189396
1940,2007236,"404 Darling Street, REDAN  VIC  3350",143.8413258,-37.57467221
1940,2007306,"5 Davey Street, BALLARAT CENTRAL  VIC  3350",143.8529107,-37.55836139
1940,2007333,"24 Davies Road, CANADIAN  VIC  3350",143.8724901,-37.58573006
1940,2007364,"20 Dawson Street North, BALLARAT CENTRAL  VIC  3350",143.8541394,-37.55989844
1940,2007395,"303 Dawson Street South, BALLARAT CENTRAL  VIC  3350",143.852392,-37.56827393
1940,2035581,"715 Windermere Street, REDAN  VIC  3350",143.8426035,-37.57658808
1940,2035596,"608 Windermere Street, REDAN  VIC  3350",143.8432019,-37.57417867
1940,2035612,"510 Windermere Street, REDAN  VIC  3350",143.8434595,-37.57186403
1940,2007183,"826 Darling Street, REDAN  VIC  3350",143.8295513,-37.57333931
1940,2007194,"802 Darling Street, REDAN  VIC  3350",143.8317377,-37.57359136
1940,2007213,"704 Darling Street, REDAN  VIC  3350",143.8357072,-37.57397832
1940,2035434,"132 Cherry Flat Road, SMYTHES CREEK  VIC  3351",143.8018384,-37.60367918
1940,2035503,"13 Windermere Street, BALLARAT CENTRAL  VIC  3350",143.8462231,-37.56184364
1940,2035536,"307 Windermere Street, BALLARAT CENTRAL  VIC  3350",143.8451389,-37.56774653
1940,2035556,"507 Windermere Street, REDAN  VIC  3350",143.844385,-37.57185327
1940,2035558,"511 Windermere Street, REDAN  VIC  3350",143.8443394,-37.5721008
1940,2035579,"711A Windermere Street, REDAN  VIC  3350",143.8427502,-37.57635468
1940,2035286,"39 Wilsons Lane, SEBASTOPOL  VIC  3356",143.8420867,-37.59668493
1940,2035287,"41 Wilsons Lane, SEBASTOPOL  VIC  3356",143.8422282,-37.59685894
1940,2035296,"59 Wilsons Lane, SEBASTOPOL  VIC  3356",143.8421652,-37.59831747
1940,2035319,"605 Wilson Street, BALLARAT EAST  VIC  3350",143.8854597,-37.57258219
1940,2035324,"625 Wilson Street, BALLARAT EAST  VIC  3350",143.8874239,-37.57306935
1940,2035326,"703 Wilson Street, BALLARAT EAST  VIC  3350",143.8888713,-37.57331156
1940,2034947,"6 Wesley Court, BALLARAT EAST  VIC  3350",143.8864999,-37.56802818
1940,2034948,"4 Wesley Court, BALLARAT EAST  VIC  3350",143.8862045,-37.56797021
1940,2035143,"2 Whitta Street, SEBASTOPOL  VIC  3356",143.8375931,-37.59012679
1940,2035211,"6 Williams Street, WENDOUREE  VIC  3355",143.8396307,-37.53734122
1940,2035284,"35 Wilsons Lane, SEBASTOPOL  VIC  3356",143.8421734,-37.59640657
1940,2035285,"37 Wilsons Lane, SEBASTOPOL  VIC  3356",143.8421763,-37.59653619
1940,2007174,"817 Darling Street, REDAN  VIC  3350",143.8306558,-37.57409287
1940,2007179,"831 Darling Street, REDAN  VIC  3350",143.8294397,-37.5739663
1940,2034760,"203 Wendouree Parade, LAKE WENDOUREE  VIC  3350",143.8288082,-37.55723419
1940,2034761,"203A Wendouree Parade, LAKE WENDOUREE  VIC  3350",143.8288984,-37.55720105
1940,2034937,"3 Wesley Court, BALLARAT EAST  VIC  3350",143.8867205,-37.56756554
1940,2034941,"11 Wesley Court, BALLARAT EAST  VIC  3350",143.8872682,-37.56736253
1940,2007162,"715 Darling Street, REDAN  VIC  3350",143.83344,-37.57445285
1940,2007169,"807 Darling Street, REDAN  VIC  3350",143.8314726,-37.57422394
1940,2007170,"809 Darling Street, REDAN  VIC  3350",143.8312906,-37.57420297
1940,2007171,"811 Darling Street, REDAN  VIC  3350",143.8311193,-37.57418338
1940,2007172,"813 Darling Street, REDAN  VIC  3350",143.830963,-37.57412846
1940,2007173,"815 Darling Street, REDAN  VIC  3350",143.8308094,-37.57411063
1940,2006990,"1309 Dana Street, BALLARAT CENTRAL  VIC  3350",143.8397678,-37.56246632
1940,2007008,"1318 Dana Street, BALLARAT CENTRAL  VIC  3350",143.8395989,-37.56178041
1940,2007041,"906 Dana Street, BALLARAT CENTRAL  VIC  3350",143.8465447,-37.56258979
1940,2007065,"504 Dana Street, BALLARAT CENTRAL  VIC  3350",143.8523927,-37.56326648
1940,2007124,"401 Darling Street, REDAN  VIC  3350",143.841481,-37.57533518
1940,2007127,"407 Darling Street, REDAN  VIC  3350",143.8408832,-37.57527456
1940,2006264,"9461 Western Highway, WARRENHEIP  VIC  3352",143.9261004,-37.56242094
1940,2006388,"674 Midland Highway, MOUNT ROWAN  VIC  3352",143.846944,-37.5040321
1940,2006547,"10 Crompton Street, SOLDIERS HILL  VIC  3350",143.8546873,-37.54948902
1940,2006703,"37 Cuthberts Road, ALFREDTON  VIC  3350",143.8083028,-37.55503921
1940,2006932,"509 Dana Street, BALLARAT CENTRAL  VIC  3350",143.8520239,-37.56385767
1940,2006985,"1303 Dana Street, BALLARAT CENTRAL  VIC  3350",143.8403253,-37.56253123
1940,2006031,"203 Cooke Street, REDAN  VIC  3350",143.8401609,-37.58090521
1940,2006035,"301 Cooke Street, REDAN  VIC  3350",143.8384928,-37.5807037
1940,2006037,"401 Cooke Street, REDAN  VIC  3350",143.8368926,-37.58058236
1940,2006038,"403 Cooke Street, REDAN  VIC  3350",143.8366652,-37.58055653
1940,2006146,"304 Cornish Street, BUNINYONG  VIC  3357",143.8896993,-37.64791969
1940,2006148,"2-4 Cornish Street, BUNINYONG  VIC  3357",143.890669,-37.6449659
1940,2005905,"7 Collins Avenue, SEBASTOPOL  VIC  3356",143.8466003,-37.58649628
1940,2005910,"12 Collins Avenue, SEBASTOPOL  VIC  3356",143.8450894,-37.58621586
1940,2005911,"10 Collins Avenue, SEBASTOPOL  VIC  3356",143.8450917,-37.58636171
1940,2005912,"8 Collins Avenue, SEBASTOPOL  VIC  3356",143.8450941,-37.58650945
1940,2005913,"6 Collins Avenue, SEBASTOPOL  VIC  3356",143.8460389,-37.58636296
1940,2005914,"4 Collins Avenue, SEBASTOPOL  VIC  3356",143.8460367,-37.58621259
1940,2005859,"3 Collard Street, NEWINGTON  VIC  3350",143.8328265,-37.56491678
1940,2005860,"5 Collard Street, NEWINGTON  VIC  3350",143.8325876,-37.5648891
1940,2005863,"11 Collard Street, NEWINGTON  VIC  3350",143.8311713,-37.56472496
1940,2005866,"14 Collard Street, NEWINGTON  VIC  3350",143.8310138,-37.56433016
1940,2005870,"6 Collard Street, NEWINGTON  VIC  3350",143.8326553,-37.56452041
1940,2005904,"5 Collins Avenue, SEBASTOPOL  VIC  3356",143.8466019,-37.58634895
1940,2005819,"104 Cobden Street, MOUNT PLEASANT  VIC  3350",143.8541189,-37.57544422
1940,2005820,"102 Cobden Street, MOUNT PLEASANT  VIC  3350",143.8539963,-37.57536104
1940,2005821,"8 Cobden Street, MOUNT PLEASANT  VIC  3350",143.8536821,-37.57511895
1940,2005840,"9 Coffield Street, BALLARAT EAST  VIC  3350",143.8816885,-37.55528155
1940,2005843,"12 Coffield Street, BALLARAT EAST  VIC  3350",143.8822032,-37.55559234
1940,2005844,"10 Coffield Street, BALLARAT EAST  VIC  3350",143.8820333,-37.555619
1940,2005797,"422 Cobden Street, MOUNT PLEASANT  VIC  3350",143.8581839,-37.57950475
1940,2005798,"420 Cobden Street, MOUNT PLEASANT  VIC  3350",143.8577349,-37.57988504
1940,2005805,"410 Cobden Street, MOUNT PLEASANT  VIC  3350",143.8572493,-37.57860419
1940,2005816,"110 Cobden Street, MOUNT PLEASANT  VIC  3350",143.8545567,-37.57567305
1940,2005818,"106 Cobden Street, MOUNT PLEASANT  VIC  3350",143.8542439,-37.57553875
1940,2005756,"7 Cobden Street, MOUNT PLEASANT  VIC  3350",143.8541372,-37.57473876
1940,2005765,"301 Cobden Street, MOUNT PLEASANT  VIC  3350",143.856848,-37.5768142
1940,2005778,"429 Cobden Street, MOUNT PLEASANT  VIC  3350",143.8593993,-37.57960784
1940,2005782,"458 Cobden Street, MOUNT PLEASANT  VIC  3350",143.8605396,-37.58129503
1940,2005791,"434 Cobden Street, MOUNT PLEASANT  VIC  3350",143.8587121,-37.58027115
1940,2005793,"430 Cobden Street, MOUNT PLEASANT  VIC  3350",143.858633,-37.5799611
1940,2005475,"320 Clayton Street, CANADIAN  VIC  3350",143.8763387,-37.57494449
1940,2005503,"104 Clayton Street, GOLDEN POINT  VIC  3350",143.8712202,-37.57200031
1940,2005508,"4 Clayton Street, GOLDEN POINT  VIC  3350",143.8680326,-37.57171064
1940,2005558,"13 Whitefield Street, BLACK HILL  VIC  3350",143.8751269,-37.5546934
1940,2005715,"128 Clyde Street, SOLDIERS HILL  VIC  3350",143.8560369,-37.5486203
1940,2005744,"35 Coads Lane, SCOTCHMANS LEAD  VIC  3352",143.8511294,-37.6702546
1940,2034182,"14 Water Street, BROWN HILL  VIC  3350",143.8959425,-37.55614902
1940,2034183,"12 Water Street, BROWN HILL  VIC  3350",143.8957871,-37.55631446
1940,2034184,"10 Water Street, BROWN HILL  VIC  3350",143.8956786,-37.55636709
1940,2034394,"19 Webb Avenue, BALLARAT EAST  VIC  3350",143.8705375,-37.55615711
1940,2005442,"423 Clayton Street, CANADIAN  VIC  3350",143.8793694,-37.57813768
1940,2005473,"326 Clayton Street, CANADIAN  VIC  3350",143.8763702,-37.57550126
1940,2034156,"90 Water Street, BROWN HILL  VIC  3350",143.9035468,-37.55210576
1940,2034157,"88 Water Street, BROWN HILL  VIC  3350",143.9034038,-37.55218267
1940,2034163,"74 Water Street, BROWN HILL  VIC  3350",143.9019136,-37.55300691
1940,2034164,"72 Water Street, BROWN HILL  VIC  3350",143.9017479,-37.55308453
1940,2034177,"24 Water Street, BROWN HILL  VIC  3350",143.8967548,-37.55573431
1940,2034179,"20 Water Street, BROWN HILL  VIC  3350",143.8964415,-37.55590114
1940,2034029,"912 Warrenheip Street, BUNINYONG  VIC  3357",143.8821011,-37.65463409
1940,2034030,"910 Warrenheip Street, BUNINYONG  VIC  3357",143.8821721,-37.65441503
1940,2034032,"902 Warrenheip Street, BUNINYONG  VIC  3357",143.8824171,-37.65401779
1940,2034034,"806 Warrenheip Street, BUNINYONG  VIC  3357",143.882541,-37.65327068
1940,2034062,"2 Warrenheip Street, BUNINYONG  VIC  3357",143.8852898,-37.64406185
1940,2034149,"106 Water Street, BROWN HILL  VIC  3350",143.9047878,-37.55147918
1940,2005432,"403 Clayton Street, CANADIAN  VIC  3350",143.8781492,-37.57651898
1940,2005437,"413 Clayton Street, CANADIAN  VIC  3350",143.8787863,-37.57736738
1940,2005438,"415 Clayton Street, CANADIAN  VIC  3350",143.8788852,-37.57750693
1940,2033823,"2 Wanliss Road, NEWINGTON  VIC  3350",143.8324278,-37.55982521
1940,2033933,"2 Inglis Road, WARRENHEIP  VIC  3352",143.9311949,-37.57227252
1940,2033938,"10 Tennis Court Road, WARRENHEIP  VIC  3352",143.9288788,-37.57351798
1940,2005197,"404 Chisholm Street, BLACK HILL  VIC  3350",143.8672824,-37.54973065
1940,2005340,"8 Clarendon Street, SOLDIERS HILL  VIC  3350",143.8631576,-37.55344911
1940,2005363,"23 Clarkson Street, SEBASTOPOL  VIC  3356",143.8390317,-37.58470563
1940,2005409,"207 Clayton Street, CANADIAN  VIC  3350",143.8742123,-37.57235822
1940,2005416,"221 Clayton Street, CANADIAN  VIC  3350",143.8752138,-37.57316861
1940,2004589,"4 Cardwell Street, ALFREDTON  VIC  3350",143.8167891,-37.5605256
1940,2004940,"8 Chamberlain Street, BALLARAT EAST  VIC  3350",143.8806231,-37.56117279
1940,2005017,"36 Charlotte Street, SEBASTOPOL  VIC  3356",143.8443813,-37.60169131
1940,2005043,"4 Charlotte Street, SEBASTOPOL  VIC  3356",143.8450519,-37.59838147
1940,2005109,"203 Chisholm Street, SOLDIERS HILL  VIC  3350",143.8632744,-37.54894022
1940,2005193,"412 Chisholm Street, BLACK HILL  VIC  3350",143.8673431,-37.55003535
1940,2033737,"8 Waller Avenue, NEWINGTON  VIC  3350",143.8355001,-37.56972343
1940,2033740,"4 Waller Avenue, NEWINGTON  VIC  3350",143.8363613,-37.56995803
1940,2033759,"13-15 Wallis Street, DELACOMBE  VIC  3356",143.82211,-37.57367296
1940,2004506,"108 Canterbury Street, BROWN HILL  VIC  3350",143.8908811,-37.55548218
1940,2004515,"18 Canterbury Street, BROWN HILL  VIC  3350",143.8883487,-37.55564286
1940,2004528,"10 Canterbury Street, BROWN HILL  VIC  3350",143.8874744,-37.55565499
1940,2033478,"144 Walker Street, SEBASTOPOL  VIC  3356",143.8349888,-37.59503258
1940,2033484,"132 Walker Street, SEBASTOPOL  VIC  3356",143.8366086,-37.59498535
1940,2033498,"4 Walker Street, SEBASTOPOL  VIC  3356",143.8421956,-37.59546186
1940,2033499,"2 Walker Street, SEBASTOPOL  VIC  3356",143.8419873,-37.59546157
1940,2033670,"28 Wall Street, SEBASTOPOL  VIC  3356",143.8357736,-37.60996866
1940,2033671,"26 Wall Street, SEBASTOPOL  VIC  3356",143.8360827,-37.60998594
1940,2033218,"10 Victoria Street, SEBASTOPOL  VIC  3356",143.8395386,-37.5986388
1940,2033391,"5 Brogden Court, GOLDEN POINT  VIC  3350",143.8712962,-37.57414082
1940,2033441,"139 Walker Street, SEBASTOPOL  VIC  3356",143.8357149,-37.59549408
1940,2033445,"149 Walker Street, SEBASTOPOL  VIC  3356",143.8345289,-37.5955954
1940,2033178,"76 Victoria Street, SEBASTOPOL  VIC  3356",143.8317649,-37.59823437
1940,2033197,"48 Victoria Street, SEBASTOPOL  VIC  3356",143.8352577,-37.5984279
1940,2033198,"46 Victoria Street, SEBASTOPOL  VIC  3356",143.8354282,-37.59843141
1940,2033204,"34 Victoria Street, SEBASTOPOL  VIC  3356",143.8371052,-37.59849218
1940,2033209,"24 Victoria Street, SEBASTOPOL  VIC  3356",143.8382527,-37.59864586
1940,2033030,"220 Victoria Street, BALLARAT EAST  VIC  3350",143.8888652,-37.55850655
1940,2033031,"218 Victoria Street, BALLARAT EAST  VIC  3350",143.8887551,-37.55861786
1940,2033040,"198 Victoria Street, BALLARAT EAST  VIC  3350",143.8843107,-37.55949902
1940,2033071,"142 Victoria Street, BALLARAT EAST  VIC  3350",143.8781224,-37.56085835
1940,2033077,"134A Victoria Street, BALLARAT EAST  VIC  3350",143.8774507,-37.56090121
1940,2033092,"86 Victoria Street, BALLARAT EAST  VIC  3350",143.8728197,-37.56209372
1940,2032973,"199 Victoria Street, BALLARAT EAST  VIC  3350",143.8792265,-37.55969548
1940,2032990,"235 Victoria Street, BALLARAT EAST  VIC  3350",143.883329,-37.55868541
1940,2032993,"239A Victoria Street, BALLARAT EAST  VIC  3350",143.8838714,-37.55856402
1940,2033007,"261 Victoria Street, BALLARAT EAST  VIC  3350",143.8869474,-37.55802636
1940,2033011,"80 Victoria Street, BALLARAT EAST  VIC  3350",143.8714726,-37.5623122
1940,2033022,"238 Victoria Street, BALLARAT EAST  VIC  3350",143.8908766,-37.55847672
1940,2004307,"2 Callow Street, GOLDEN POINT  VIC  3350",143.8701862,-37.56797139
1940,2004386,"2A Cameron Street, GOLDEN POINT  VIC  3350",143.8584888,-37.56858922
1940,2004387,"10 Cameron Street, GOLDEN POINT  VIC  3350",143.8609548,-37.57052136
1940,2004390,"4A Cameron Street, GOLDEN POINT  VIC  3350",143.8603746,-37.57011514
1940,2004437,"203 Campbells Crescent, REDAN  VIC  3350",143.8446182,-37.58134009
1940,2004438,"205 Campbells Crescent, REDAN  VIC  3350",143.8445306,-37.58148932
1940,2004289,"113 Callow Street, BALLARAT EAST  VIC  3350",143.8726042,-37.56763231
1940,2004302,"12 Callow Street, GOLDEN POINT  VIC  3350",143.8711062,-37.5682934
1940,2004303,"10 Callow Street, GOLDEN POINT  VIC  3350",143.8708718,-37.56824493
1940,2004304,"8 Callow Street, GOLDEN POINT  VIC  3350",143.8706775,-37.56814704
1940,2004305,"6 Callow Street, GOLDEN POINT  VIC  3350",143.8704681,-37.56815239
1940,2004306,"4 Callow Street, GOLDEN POINT  VIC  3350",143.8703337,-37.56807284
1940,2003913,"7 Brophy Street, BROWN HILL  VIC  3350",143.895872,-37.55425164
1940,2004087,"271 Scotchmans Lead Road, SCOTCHMANS LEAD  VIC  3352",143.853043,-37.66731216
1940,2004229,"8 Burnett Street, SEBASTOPOL  VIC  3356",143.8414271,-37.60360297
