Year_Built,Propnum,Address,Long,Lat
1969,2012636,"42 Grandview Grove, WENDOUREE  VIC  3355",143.8399788,-37.52949958
1969,2012651,"12 Grandview Grove, WENDOUREE  VIC  3355",143.8392868,-37.53267901
1969,2012756,"104 Grant Street, GOLDEN POINT  VIC  3350",143.8590771,-37.56803396
1969,2012357,"1 Godwin Street, WENDOUREE  VIC  3355",143.8290913,-37.52866904
1969,2012363,"13 Godwin Street, WENDOUREE  VIC  3355",143.8292489,-37.52784467
1969,2012547,"1/13 Grandview Grove, WENDOUREE  VIC  3355",143.8386011,-37.53319596
1969,2012548,"2/13 Grandview Grove, WENDOUREE  VIC  3355",143.8386011,-37.53319596
1969,2012549,"3/13 Grandview Grove, WENDOUREE  VIC  3355",143.8386011,-37.53319596
1969,2012552,"19 Grandview Grove, WENDOUREE  VIC  3355",143.8387075,-37.5327085
1969,2011409,"921 Geelong Road, CANADIAN  VIC  3350",143.8678115,-37.59143395
1969,2011807,"6 Gilbert Street, WENDOUREE  VIC  3355",143.8288219,-37.5224934
1969,2012172,"427 Gladstone Street, GOLDEN POINT  VIC  3350",143.8623524,-37.57611139
1969,2012202,"3 Gladstone Street, SEBASTOPOL  VIC  3356",143.8427286,-37.6022642
1969,2012203,"5 Gladstone Street, SEBASTOPOL  VIC  3356",143.8429407,-37.60222894
1969,2012345,"11 Goderic Street, WENDOUREE  VIC  3355",143.8291592,-37.52673548
1969,2010892,"427 Forest Street, WENDOUREE  VIC  3355",143.8341478,-37.52326397
1969,2010981,"332 Forest Street, WENDOUREE  VIC  3355",143.8335086,-37.53056963
1969,2011135,"118 Foster Street, REDAN  VIC  3350",143.8305182,-37.57264425
1969,2011143,"102 Foster Street, REDAN  VIC  3350",143.8320602,-37.57282306
1969,2011241,"2 Fraser Street, MOUNT PLEASANT  VIC  3350",143.8599787,-37.58127848
1969,2011274,"405 Fussell Street, CANADIAN  VIC  3350",143.8923902,-37.57483276
1969,2010837,"321 Forest Street, WENDOUREE  VIC  3355",143.8325731,-37.53151666
1969,2010842,"331 Forest Street, WENDOUREE  VIC  3355",143.8327074,-37.53081412
1969,2010858,"363 Forest Street, WENDOUREE  VIC  3355",143.8331586,-37.52845725
1969,2010879,"401 Forest Street, WENDOUREE  VIC  3355",143.8337802,-37.52519705
1969,2010887,"417 Forest Street, WENDOUREE  VIC  3355",143.8340091,-37.52400241
1969,2010890,"423 Forest Street, WENDOUREE  VIC  3355",143.8340934,-37.52356206
1969,2037996,"420-422 High Street, LEARMONTH  VIC  3352",143.7144478,-37.42045158
1969,2038038,"302 High Street, LEARMONTH  VIC  3352",143.7194559,-37.42407932
1969,2010665,"121 Fisken Road, MOUNT HELEN  VIC  3350",143.8857189,-37.63510843
1969,2010670,"128 Fisken Road, MOUNT HELEN  VIC  3350",143.883471,-37.63184454
1969,2009419,"2 Ercil Street, WENDOUREE  VIC  3355",143.835066,-37.53234932
1969,2009493,"121 Errard Street South, BALLARAT CENTRAL  VIC  3350",143.8487265,-37.56453766
1969,2009574,"304 Errard Street South, BALLARAT CENTRAL  VIC  3350",143.8473817,-37.56757929
1969,2009678,"5 Eton Street, WENDOUREE  VIC  3355",143.8354557,-37.53241792
1969,2009832,"731 Eureka Street, BALLARAT EAST  VIC  3350",143.8923763,-37.56622624
1969,2009870,"909 Eureka Street, BALLARAT EAST  VIC  3350",143.9032585,-37.56873638
1969,2009065,"94 Edwards Street, SEBASTOPOL  VIC  3356",143.8352852,-37.60439652
1969,2009066,"92 Edwards Street, SEBASTOPOL  VIC  3356",143.8353266,-37.60423532
1969,2009094,"40 Edwards Street, SEBASTOPOL  VIC  3356",143.836059,-37.5986046
1969,2009217,"14 Elinand Street, WENDOUREE  VIC  3355",143.8319278,-37.52221545
1969,2009219,"10 Elinand Street, WENDOUREE  VIC  3355",143.8322876,-37.5222583
1969,2008913,"4 Edgar Street, WENDOUREE  VIC  3355",143.8278425,-37.52968812
1969,2008944,"1/2 Edlyn Street, WENDOUREE  VIC  3355",143.8377545,-37.53604654
1969,2008945,"2/2 Edlyn Street, WENDOUREE  VIC  3355",143.8377545,-37.53604654
1969,2008946,"3/2 Edlyn Street, WENDOUREE  VIC  3355",143.8377545,-37.53604654
1969,2009004,"39 Edwards Street, SEBASTOPOL  VIC  3356",143.8366026,-37.59921062
1969,2009051,"124 Edwards Street, SEBASTOPOL  VIC  3356",143.8345712,-37.60737138
1969,2036379,"629 York Street, BALLARAT EAST  VIC  3350",143.8880993,-37.56990291
1969,2008594,"102 Duncan Street, LAKE WENDOUREE  VIC  3350",143.8482635,-37.5526824
1969,2008668,"10-12 Durham Street, NEWINGTON  VIC  3350",143.8366571,-37.56095876
1969,2008672,"4 Durham Street, NEWINGTON  VIC  3350",143.8366197,-37.56054629
1969,2008891,"5 Edgar Street, WENDOUREE  VIC  3355",143.8276137,-37.53019029
1969,2008892,"7 Edgar Street, WENDOUREE  VIC  3355",143.8272444,-37.53011881
1969,2006945,"701 Dana Street, BALLARAT CENTRAL  VIC  3350",143.8496395,-37.56353214
1969,2007531,"13 Dermot Street, WENDOUREE  VIC  3355",143.8299925,-37.52860977
1969,2007536,"14 Dermot Street, WENDOUREE  VIC  3355",143.8308291,-37.52819136
1969,2035104,"101 Wiltshire Lane, DELACOMBE  VIC  3356",143.8091931,-37.5793031
1969,2035316,"523 Wilson Street, BALLARAT EAST  VIC  3350",143.8838061,-37.57264902
1969,2007653,"15 Dover Street, WENDOUREE  VIC  3355",143.8249863,-37.52920506
1969,2006799,"2/54 Cuthberts Road, ALFREDTON  VIC  3350",143.8064955,-37.55416795
1969,2006800,"3/54 Cuthberts Road, ALFREDTON  VIC  3350",143.8065163,-37.55414111
1969,2006805,"1/50 Cuthberts Road, ALFREDTON  VIC  3350",143.8069921,-37.55421203
1969,2006806,"2/50 Cuthberts Road, ALFREDTON  VIC  3350",143.8069726,-37.55429007
1969,2006807,"3/50 Cuthberts Road, ALFREDTON  VIC  3350",143.806965,-37.55438255
1969,2006842,"204 Cutts Street, BALLARAT EAST  VIC  3350",143.875078,-37.56720387
1969,2006223,"9 Coulter Street, WENDOUREE  VIC  3355",143.8347391,-37.53036619
1969,2006239,"2 Coulter Street, WENDOUREE  VIC  3355",143.8360817,-37.53007084
1969,2034441,"13 Webbcona Parade, WENDOUREE  VIC  3355",143.8356894,-37.52579619
1969,2034453,"27 Webbcona Parade, WENDOUREE  VIC  3355",143.8355679,-37.52410457
1969,2034860,"406 Wendouree Parade, LAKE WENDOUREE  VIC  3350",143.8387046,-37.54394411
1969,2006798,"1/54 Cuthberts Road, ALFREDTON  VIC  3350",143.8064715,-37.5542043
1969,2005892,"18 College Street, WENDOUREE  VIC  3355",143.834449,-37.5372446
1969,2005970,"5 Conan Street, WENDOUREE  VIC  3355",143.8274624,-37.52832419
1969,2005974,"8 Conan Street, WENDOUREE  VIC  3355",143.8273872,-37.52775982
1969,2006062,"1 Coonatta Street, ALFREDTON  VIC  3350",143.8068392,-37.55390575
1969,2006067,"9 Coonatta Street, ALFREDTON  VIC  3350",143.8058504,-37.55372724
1969,2006080,"2 Coonatta Street, ALFREDTON  VIC  3350",143.8069313,-37.55341178
1969,2005122,"11/315 Chisholm Street, BLACK HILL  VIC  3350",143.8658102,-37.54908357
1969,2005123,"12/315 Chisholm Street, BLACK HILL  VIC  3350",143.8658102,-37.54908357
1969,2005124,"13/315 Chisholm Street, BLACK HILL  VIC  3350",143.8658102,-37.54908357
1969,2005125,"14/315 Chisholm Street, BLACK HILL  VIC  3350",143.8658102,-37.54908357
1969,2005154,"828 Chisholm Street, BLACK HILL  VIC  3350",143.877562,-37.55046391
1969,2005737,"102 Walker Street, BALLARAT NORTH  VIC  3350",143.876971,-37.54337975
1969,2033403,"15 Waldemar Street, WENDOUREE  VIC  3355",143.826238,-37.52487745
1969,2033407,"20 Waldemar Street, WENDOUREE  VIC  3355",143.8257692,-37.52434537
1969,2033723,"36 Waller Avenue, NEWINGTON  VIC  3350",143.8331332,-37.56746315
1969,2034150,"104 Water Street, BROWN HILL  VIC  3350",143.904603,-37.55155847
1969,2005104,"107 Chisholm Street, SOLDIERS HILL  VIC  3350",143.8622787,-37.54881606
1969,2005105,",",143.8622787,-37.54881606
1969,2005089,"1 Chevron Court, LAKE WENDOUREE  VIC  3350",143.8234239,-37.54091031
1969,2005090,"3 Chevron Court, LAKE WENDOUREE  VIC  3350",143.8234766,-37.54050203
1969,2005092,"7 Chevron Court, LAKE WENDOUREE  VIC  3350",143.823889,-37.54081451
1969,2005093,"8 Chevron Court, LAKE WENDOUREE  VIC  3350",143.8238478,-37.54094546
1969,2005095,"4 Chevron Court, LAKE WENDOUREE  VIC  3350",143.8236216,-37.54047814
1969,2005096,"2 Chevron Court, LAKE WENDOUREE  VIC  3350",143.8234327,-37.54073251
1969,2033212,"18 Victoria Street, SEBASTOPOL  VIC  3356",143.83884,-37.59855867
1969,2004681,"24 Carpenter Street, WENDOUREE  VIC  3355",143.8337415,-37.52321469
1969,2004958,"15 Charles Anderson Grove, LAKE GARDENS  VIC  3355",143.8181002,-37.54189784
1969,2004959,"17 Charles Anderson Grove, LAKE GARDENS  VIC  3355",143.8181002,-37.54189784
1969,2004960,"19 Charles Anderson Grove, LAKE GARDENS  VIC  3355",143.8181002,-37.54189784
1969,2004961,"21 Charles Anderson Grove, LAKE GARDENS  VIC  3355",143.8181002,-37.54189784
1969,2032687,"30 Vale Street, SEBASTOPOL  VIC  3356",143.8362022,-37.60376996
1969,2032796,"269 Vickers Street, SEBASTOPOL  VIC  3356",143.8372388,-37.59305504
1969,2032798,"273 Vickers Street, SEBASTOPOL  VIC  3356",143.8368389,-37.59305423
1969,2032800,"277 Vickers Street, SEBASTOPOL  VIC  3356",143.8364371,-37.59305343
1969,2032886,"49 Victoria Avenue, LAKE WENDOUREE  VIC  3350",143.8446813,-37.55525597
1969,2033156,"35 Victoria Street, SEBASTOPOL  VIC  3356",143.8367663,-37.59905828
1969,2004480,"17 Canterbury Street, BROWN HILL  VIC  3350",143.8884485,-37.55469982
1969,2004581,"3 Cardwell Street, ALFREDTON  VIC  3350",143.816213,-37.56110893
1969,2004582,"5 Cardwell Street, ALFREDTON  VIC  3350",143.815986,-37.56108305
1969,2032624,"24 Vale Street, ALFREDTON  VIC  3350",143.8151378,-37.55719839
1969,2032625,"22 Vale Street, ALFREDTON  VIC  3350",143.8152887,-37.55699432
1969,2032660,"47 Vale Street, SEBASTOPOL  VIC  3356",143.8340475,-37.60393629
1969,2004036,"6 Bruce Drive, SEBASTOPOL  VIC  3356",143.8365504,-37.5922678
1969,2004324,"33 Cambridge Street, WENDOUREE  VIC  3355",143.8376807,-37.52992957
1969,2004334,"53 Cambridge Street, WENDOUREE  VIC  3355",143.835591,-37.52968085
1969,2004345,"1/50 Cambridge Street, WENDOUREE  VIC  3355",143.8340028,-37.52909322
1969,2004346,"2/50 Cambridge Street, WENDOUREE  VIC  3355",143.8340111,-37.5290248
1969,2004347,"3/50 Cambridge Street, WENDOUREE  VIC  3355",143.8340226,-37.52893424
1969,2003631,"407 Bradshaw Street, GOLDEN POINT  VIC  3350",143.8633413,-37.57361203
1969,2003978,"29 Browns Parade, WENDOUREE  VIC  3355",143.8378061,-37.53657771
1969,2003981,"35 Browns Parade, WENDOUREE  VIC  3355",143.8381069,-37.53601527
1969,2004000,"42 Browns Parade, WENDOUREE  VIC  3355",143.8386899,-37.53621156
1969,2004030,"15 Bruce Drive, SEBASTOPOL  VIC  3356",143.8372159,-37.59144318
1970,2001944,"1021 Eureka Street, WARRENHEIP  VIC  3352",143.9114567,-37.57504328
1970,2002000,"3 Balyarta Street, ALFREDTON  VIC  3350",143.8067249,-37.5529917
1970,2002008,"13 Balyarta Street, ALFREDTON  VIC  3350",143.8056008,-37.55269835
1970,2001737,"7 Aubrey Street, WENDOUREE  VIC  3355",143.8281961,-37.52799502
1970,2000854,"293 Alkera Road, INVERMAY  VIC  3352",143.8950993,-37.51029082
1970,2000881,"20 Allens Road, WARRENHEIP  VIC  3352",143.9220447,-37.56449163
1970,2001058,"9 Arapiles Street, NERRINA  VIC  3350",143.8876824,-37.54317439
1970,2001270,"302 Armstrong Street North, SOLDIERS HILL  VIC  3350",143.8578099,-37.55527445
1970,2001547,"605 Ascot Street South, REDAN  VIC  3350",143.8424363,-37.5734802
1970,2001735,"3 Aubrey Street, WENDOUREE  VIC  3355",143.8281191,-37.52840376
1970,2000539,"9/66 Albert Street, SEBASTOPOL  VIC  3356",143.8402518,-37.58778704
1970,2000540,"10/66 Albert Street, SEBASTOPOL  VIC  3356",143.8404119,-37.58778765
1970,2000541,"11/66 Albert Street, SEBASTOPOL  VIC  3356",143.8405769,-37.58778872
1970,2000649,"41 Albion Street, SEBASTOPOL  VIC  3356",143.8343378,-37.59697895
1970,2000721,"27 Alexandra Street, SEBASTOPOL  VIC  3356",143.8326086,-37.58488212
1970,2000533,"3/66 Albert Street, SEBASTOPOL  VIC  3356",143.8400529,-37.58757546
1970,2000534,"4/66 Albert Street, SEBASTOPOL  VIC  3356",143.8398606,-37.58756573
1970,2000535,"5/66 Albert Street, SEBASTOPOL  VIC  3356",143.8397535,-37.58760555
1970,2000536,"6/66 Albert Street, SEBASTOPOL  VIC  3356",143.8397397,-37.58773682
1970,2000537,"7/66 Albert Street, SEBASTOPOL  VIC  3356",143.8398231,-37.5878036
1970,2000538,"8/66 Albert Street, SEBASTOPOL  VIC  3356",143.8400398,-37.58782818
1970,2000083,"11 Ainley Street, BROWN HILL  VIC  3350",143.8906657,-37.55193808
1970,2000124,"2A Ajax Street, NEWINGTON  VIC  3350",143.8363096,-37.56088131
1970,2000307,"339 Albert Street, SEBASTOPOL  VIC  3356",143.8393415,-37.61169954
1970,2000319,"381 Albert Street, SEBASTOPOL  VIC  3356",143.8362667,-37.61628697
1970,2000531,"1/66 Albert Street, SEBASTOPOL  VIC  3356",143.8404115,-37.58760377
1970,2000532,"2/66 Albert Street, SEBASTOPOL  VIC  3356",143.8402442,-37.58760009
1970,2026284,"4/20 Pleasant Street South, NEWINGTON  VIC  3350",143.8378069,-37.56181652
1970,2026285,"3/20 Pleasant Street South, NEWINGTON  VIC  3350",143.8379927,-37.56184518
1970,2026286,"2/20 Pleasant Street South, NEWINGTON  VIC  3350",143.8381651,-37.56186411
1970,2026287,"1/20 Pleasant Street South, NEWINGTON  VIC  3350",143.8383516,-37.56188474
1970,2000074,"10 Adela Street, WENDOUREE  VIC  3355",143.8304671,-37.53103919
1970,2000082,"9 Ainley Street, BROWN HILL  VIC  3350",143.8905752,-37.55205512
1970,2025978,"7 Phillip Street, WENDOUREE  VIC  3355",143.8289271,-37.52470078
1970,2025987,"4 Pickford Street, WENDOUREE  VIC  3355",143.835439,-37.52693852
1970,2025988,"2 Pickford Street, WENDOUREE  VIC  3355",143.8356109,-37.52700681
1970,2025993,"13 Picton Street, SEBASTOPOL  VIC  3356",143.8457788,-37.58530211
1970,2026055,"63 Pistol Club Road, INVERMAY  VIC  3352",143.8559941,-37.4867576
1970,2026229,"702 Pleasant Street South, REDAN  VIC  3350",143.8355137,-37.57509673
1970,2025819,"4/416 Peel Street North, BLACK HILL  VIC  3350",143.8662044,-37.55313162
1970,2025820,"3/416 Peel Street North, BLACK HILL  VIC  3350",143.866066,-37.55309736
1970,2025821,"2/416 Peel Street North, BLACK HILL  VIC  3350",143.8659635,-37.55308442
1970,2025822,"1/416 Peel Street North, BLACK HILL  VIC  3350",143.8658325,-37.55306829
1970,2025951,"11 Pevensey Street, WENDOUREE  VIC  3355",143.8305043,-37.53010587
1970,2025973,"6 Philip Avenue, BALLARAT NORTH  VIC  3350",143.8766709,-37.54288388
1970,2025230,"20 Oxford Street, WENDOUREE  VIC  3355",143.8352267,-37.5265756
1970,2025232,"16 Oxford Street, WENDOUREE  VIC  3355",143.8351808,-37.52690562
1970,2025233,"14 Oxford Street, WENDOUREE  VIC  3355",143.8351556,-37.52706917
1970,2025526,"25 Park Street, WENDOUREE  VIC  3355",143.8252471,-37.53646791
1970,2025546,"38 Park Street, WENDOUREE  VIC  3355",143.826219,-37.53539997
1970,2025674,"28 Pauls Crescent, WENDOUREE  VIC  3355",143.8408092,-37.53114279
1970,2024715,"1172 Norman Street, WENDOUREE  VIC  3355",143.8254445,-37.53213329
1970,2025025,"15 Ophir Street, SEBASTOPOL  VIC  3356",143.8389182,-37.60083348
1970,2025036,"2 Ophir Street, SEBASTOPOL  VIC  3356",143.8402723,-37.6004263
1970,2025228,"21 Oxford Street, WENDOUREE  VIC  3355",143.8346855,-37.52657293
1970,2025229,"22 Oxford Street, WENDOUREE  VIC  3355",143.8352377,-37.5263969
1970,2024570,"317 Norman Street, BALLARAT NORTH  VIC  3350",143.8695531,-37.53799041
1970,2024625,"1049 Norman Street, WENDOUREE  VIC  3355",143.8356,-37.53398699
1970,2024645,"1117 Norman Street, WENDOUREE  VIC  3355",143.8277774,-37.53303388
1970,2024649,"1125 Norman Street, WENDOUREE  VIC  3355",143.8268272,-37.53291794
1970,2024651,"1129 Norman Street, WENDOUREE  VIC  3355",143.8264541,-37.53287219
1970,2024712,"1178 Norman Street, WENDOUREE  VIC  3355",143.8248836,-37.53206613
1970,2023820,"10 Moss Avenue, MOUNT HELEN  VIC  3350",143.878901,-37.63343298
1970,2024100,"609 Neill Street, SOLDIERS HILL  VIC  3350",143.8612465,-37.54823824
1970,2024314,"102 Newman Street, BALLARAT EAST  VIC  3350",143.8731948,-37.55609975
1970,2024488,"24 Ningana Street, ALFREDTON  VIC  3350",143.807181,-37.55405868
1970,2024495,"10 Ningana Street, ALFREDTON  VIC  3350",143.8074452,-37.55260058
1970,2024567,"309 Norman Street, BALLARAT NORTH  VIC  3350",143.8701306,-37.53805855
1970,2023733,"610 Morres Street, BALLARAT EAST  VIC  3350",143.8809946,-37.55404941
1970,2023790,"101 Moss Avenue, MOUNT HELEN  VIC  3350",143.8777728,-37.63471505
1970,2023813,"114 Moss Avenue, MOUNT HELEN  VIC  3350",143.8765436,-37.63455295
1970,2023814,"112 Moss Avenue, MOUNT HELEN  VIC  3350",143.8767491,-37.63452679
1970,2023815,"110 Moss Avenue, MOUNT HELEN  VIC  3350",143.8769766,-37.63446241
1970,2023816,"108 Moss Avenue, MOUNT HELEN  VIC  3350",143.8772301,-37.6343191
1970,2023565,"126 Moola Street, BALLARAT NORTH  VIC  3350",143.8780074,-37.54154495
1970,2023566,"124 Moola Street, BALLARAT NORTH  VIC  3350",143.8779722,-37.54173029
1970,2023567,"122 Moola Street, BALLARAT NORTH  VIC  3350",143.8779372,-37.54191469
1970,2023568,"120 Moola Street, BALLARAT NORTH  VIC  3350",143.8779023,-37.54209857
1970,2023569,"118 Moola Street, BALLARAT NORTH  VIC  3350",143.8778672,-37.54228299
1970,2023635,"168 Morgan Street, SEBASTOPOL  VIC  3356",143.8328859,-37.6056174
1970,2023375,"34 Mimosa Avenue, ALFREDTON  VIC  3350",143.8040428,-37.55130024
1970,2023378,"28 Mimosa Avenue, ALFREDTON  VIC  3350",143.8039508,-37.55180201
1970,2023510,"14 Montgomery Street, WENDOUREE  VIC  3355",143.8311551,-37.52616285
1970,2023531,"105 Moola Street, BALLARAT NORTH  VIC  3350",143.8770254,-37.54309233
1970,2023535,"117 Moola Street, BALLARAT NORTH  VIC  3350",143.8772755,-37.54207888
1970,2023536,"119 Moola Street, BALLARAT NORTH  VIC  3350",143.8772699,-37.54172793
1970,2023351,"1/19 Mimosa Avenue, ALFREDTON  VIC  3350",143.8035311,-37.55102604
1970,2023352,"2/19 Mimosa Avenue, ALFREDTON  VIC  3350",143.8033233,-37.55098328
1970,2023356,"27 Mimosa Avenue, ALFREDTON  VIC  3350",143.8029838,-37.55041624
1970,2023357,"29 Mimosa Avenue, ALFREDTON  VIC  3350",143.802754,-37.55035503
1970,2023373,"1/36 Mimosa Avenue, ALFREDTON  VIC  3350",143.8039441,-37.5511384
1970,2023374,"2/36 Mimosa Avenue, ALFREDTON  VIC  3350",143.8040861,-37.5511319
1970,2022713,"5 Mauger Street, WENDOUREE  VIC  3355",143.8271152,-37.52305904
1970,2022757,"3 Maxlyn Avenue, BALLARAT EAST  VIC  3350",143.886126,-37.56863922
1970,2022767,"8 Maxlyn Avenue, BALLARAT EAST  VIC  3350",143.8865247,-37.56912147
1970,2022980,"205 Melbourne Road, BROWN HILL  VIC  3350",143.9056965,-37.55896329
1970,2022992,"218 Melbourne Road, BROWN HILL  VIC  3350",143.906531,-37.56030999
1970,2023308,"308 Millers Road, INVERMAY  VIC  3352",143.8807424,-37.51488226
1970,2022700,"5 Maude Street, WENDOUREE  VIC  3355",143.8270138,-37.53073022
1970,2022704,"14 Maude Street, WENDOUREE  VIC  3355",143.8277132,-37.53045099
1970,2022705,"12 Maude Street, WENDOUREE  VIC  3355",143.827687,-37.53058696
1970,2022707,"8 Maude Street, WENDOUREE  VIC  3355",143.827635,-37.53085751
1970,2022708,"6 Maude Street, WENDOUREE  VIC  3355",143.8276092,-37.53099299
1970,2022710,"2 Maude Street, WENDOUREE  VIC  3355",143.8275564,-37.53126963
1970,2022282,"27 Margaret Street, WENDOUREE  VIC  3355",143.8283076,-37.52988127
1970,2022294,"22 Margaret Street, WENDOUREE  VIC  3355",143.8289563,-37.53002812
1970,2022329,"49 Marie Crescent, WENDOUREE  VIC  3355",143.8367105,-37.52471045
1970,2022641,"6 Mason Court, GOLDEN POINT  VIC  3350",143.8620628,-37.57438607
1970,2022644,"1 Mathilda Street, WENDOUREE  VIC  3355",143.8291182,-37.53146298
1970,2022699,"3 Maude Street, WENDOUREE  VIC  3355",143.8269793,-37.53102399
1970,2022243,"11 Mardango Drive, MOUNT HELEN  VIC  3350",143.8774459,-37.62304303
1970,2022244,"13 Mardango Drive, MOUNT HELEN  VIC  3350",143.8775001,-37.62322065
1970,2022245,"15 Mardango Drive, MOUNT HELEN  VIC  3350",143.8775543,-37.62339894
1970,2022247,"14 Mardango Drive, MOUNT HELEN  VIC  3350",143.8768897,-37.62365917
1970,2022277,"17 Margaret Street, WENDOUREE  VIC  3355",143.8281252,-37.53077874
1970,2022279,"21 Margaret Street, WENDOUREE  VIC  3355",143.828177,-37.53050723
1970,2022094,"11 Manneville Street, WENDOUREE  VIC  3355",143.82606,-37.52337403
1970,2022099,"21 Manneville Street, WENDOUREE  VIC  3355",143.8263118,-37.52205598
1970,2022109,"24 Manneville Street, WENDOUREE  VIC  3355",143.8268291,-37.52242559
1970,2022192,"8 Mansfield Avenue, MOUNT CLEAR  VIC  3350",143.8648898,-37.59528039
1970,2022239,"3 Mardango Drive, MOUNT HELEN  VIC  3350",143.8772297,-37.62233503
1970,2022242,"9 Mardango Drive, MOUNT HELEN  VIC  3350",143.8773918,-37.62286543
1970,2021524,"34 Magpie Street, GOLDEN POINT  VIC  3350",143.8639992,-37.57372267
1970,2021614,"433 Main Road, GOLDEN POINT  VIC  3350",143.8696151,-37.57430615
1970,2021755,"43 Mair Street, BALLARAT CENTRAL  VIC  3350",143.859232,-37.5601641
1970,2021778,"413-421 Mair Street, BALLARAT CENTRAL  VIC  3350",143.8541937,-37.55962349
1970,2021974,"40 Mair Street East, BALLARAT CENTRAL  VIC  3350",143.8636722,-37.56068981
1970,2022032,"43 Malmesbury Street, WENDOUREE  VIC  3355",143.8320087,-37.52388588
1970,2021045,"116 Lylia Avenue, MOUNT CLEAR  VIC  3350",143.8654523,-37.60661266
1970,2021046,"114 Lylia Avenue, MOUNT CLEAR  VIC  3350",143.8654585,-37.60642924
1970,2021047,"112 Lylia Avenue, MOUNT CLEAR  VIC  3350",143.8654903,-37.60618367
1970,2021258,"22 Lyons Street South, BALLARAT CENTRAL  VIC  3350",143.8511341,-37.56318478
1970,2021420,"34 McBains Lane, DURHAM LEAD  VIC  3352",143.8968529,-37.68905887
1970,2021488,"25 Magpie Street, GOLDEN POINT  VIC  3350",143.8644973,-37.57483992
1970,2020838,"1/606 Lydiard Street North, SOLDIERS HILL  VIC  3350",143.8607044,-37.54835928
1970,2021033,"310 Lylia Avenue, MOUNT CLEAR  VIC  3350",143.8674768,-37.60897801
1970,2021039,"210 Lylia Avenue, MOUNT CLEAR  VIC  3350",143.867506,-37.60714065
1970,2021043,"120 Lylia Avenue, MOUNT CLEAR  VIC  3350",143.865441,-37.60695563
1970,2021044,"118 Lylia Avenue, MOUNT CLEAR  VIC  3350",143.8654461,-37.60678619
1970,2020513,"15 Lovenear Grove, BALLARAT EAST  VIC  3350",143.8838235,-37.5707771
1970,2020529,"47 Lovenear Grove, BALLARAT EAST  VIC  3350",143.8821955,-37.57144513
1970,2020704,"805 Lydiard Street North, SOLDIERS HILL  VIC  3350",143.8606009,-37.5449815
1970,2020835,"4/606C Lydiard Street North, SOLDIERS HILL  VIC  3350",143.8608835,-37.54834792
1970,2020836,"3/606B Lydiard Street North, SOLDIERS HILL  VIC  3350",143.8607044,-37.54835928
1970,2020837,"2/606A Lydiard Street North, SOLDIERS HILL  VIC  3350",143.8606674,-37.54832178
1970,2019942,"15 Lightfoot Avenue, MOUNT PLEASANT  VIC  3350",143.8523227,-37.58270767
1970,2019943,"17 Lightfoot Avenue, MOUNT PLEASANT  VIC  3350",143.8522956,-37.58285662
1970,2020085,"47 Little Bridge Street, BALLARAT CENTRAL  VIC  3350",143.8623824,-37.56283461
1970,2020089,"16 Little Bridge Street, BALLARAT CENTRAL  VIC  3350",143.8613061,-37.56342137
1970,2020279,"127 Lofven Street, NERRINA  VIC  3350",143.8945052,-37.540123
1970,2020442,"203 Lonsdale Street, REDAN  VIC  3350",143.8314091,-37.57520385
1970,2019757,"521 Ligar Street, SOLDIERS HILL  VIC  3350",143.8623776,-37.54946959
1970,2019884,"520 Ligar Street, SOLDIERS HILL  VIC  3350",143.8630506,-37.54959327
1970,2019899,"4/430 Ligar Street, SOLDIERS HILL  VIC  3350",143.8627017,-37.55192368
1970,2019900,"3/430 Ligar Street, SOLDIERS HILL  VIC  3350",143.862774,-37.55189876
1970,2019901,"2/430 Ligar Street, SOLDIERS HILL  VIC  3350",143.8626678,-37.55188676
1970,2019902,"1/430 Ligar Street, SOLDIERS HILL  VIC  3350",143.862562,-37.55187471
1970,2018959,"17 Lavinia Drive, BALLARAT NORTH  VIC  3350",143.8658381,-37.53855684
1970,2018968,"16 Lavinia Drive, BALLARAT NORTH  VIC  3350",143.8665764,-37.53838946
1970,2018973,"6 Lavinia Drive, BALLARAT NORTH  VIC  3350",143.8664351,-37.53912428
1970,2018999,"7 Lawrence Street, SEBASTOPOL  VIC  3356",143.8360682,-37.60828662
1970,2019195,"301-309 Learmonth Road, MITCHELL PARK  VIC  3355",143.8080286,-37.52500321
1970,2019639,"15 Lewis Court, SEBASTOPOL  VIC  3356",143.8436157,-37.60071375
1970,2031019,"1809 Sturt Street, ALFREDTON  VIC  3350",143.801565,-37.54892387
1970,2018626,"314 Larter Street, GOLDEN POINT  VIC  3350",143.8705787,-37.57680976
1970,2018724,"1005-1007 La Trobe Street, DELACOMBE  VIC  3356",143.8202926,-37.57137833
1970,2018748,"1201 La Trobe Street, DELACOMBE  VIC  3356",143.812507,-37.57064443
1970,2018777,"732 La Trobe Street, REDAN  VIC  3350",143.8293888,-37.57164117
1970,2018952,"3 Lavinia Drive, BALLARAT NORTH  VIC  3350",143.8655937,-37.53951364
1970,2030896,"1401B Sturt Street, NEWINGTON  VIC  3350",143.8382447,-37.56023808
1970,2031002,"1773 Sturt Street, ALFREDTON  VIC  3350",143.8055229,-37.55066108
1970,2031009,"1789 Sturt Street, ALFREDTON  VIC  3350",143.8038923,-37.54985297
1970,2031013,"1797 Sturt Street, ALFREDTON  VIC  3350",143.8028201,-37.54942412
1970,2031015,"1801 Sturt Street, ALFREDTON  VIC  3350",143.8024127,-37.54924246
